일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2020/10/14","5072.93","-51.74","-1.01","5123.46","5129.43","5059.01","83581.0","6386813.0","1.303348161E9"
"2020/10/13","5124.67","2.22","0.04","5151.50","5157.16","5084.10","86051.0","6529063.0","1.316378175E9"
"2020/10/12","5122.45","20.31","0.40","5124.49","5138.28","5099.93","86455.0","6524569.0","1.315927611E9"
"2020/10/08","5102.14","3.22","0.06","5145.72","5146.49","5087.93","108547.0","8122699.0","1.310498377E9"
"2020/10/07","5098.92","43.63","0.86","5020.62","5100.76","5013.77","71162.0","5313748.0","1.309152549E9"
"2020/10/06","5055.29","18.63","0.37","5064.80","5083.24","5032.68","77384.0","6142628.0","1.29706682E9"
"2020/10/05","5036.66","64.55","1.30","4976.66","5055.73","4967.90","97084.0","7131663.0","1.291251927E9"
"2020/09/29","4972.11","38.45","0.78","4986.02","5000.54","4955.99","78670.0","5992283.0","1.274946863E9"
"2020/09/28","4933.66","60.47","1.24","4925.77","4949.37","4894.85","72488.0","6168219.0","1.265110288E9"
"2020/09/25","4873.19","15.92","0.33","4907.88","4909.77","4847.64","77257.0","5965848.0","1.248978544E9"
"2020/09/24","4857.27","-127.64","-2.56","4907.04","4939.28","4849.28","104879.0","8375791.0","1.24528894E9"
"2020/09/23","4984.91","9.55","0.19","5021.01","5025.11","4879.96","102099.0","8955864.0","1.278737565E9"
"2020/09/22","4975.36","-120.65","-2.37","5094.23","5095.48","4954.35","121892.0","1.0765581E7","1.278166308E9"
"2020/09/21","5096.01","-46.12","-0.90","5139.93","5181.72","5077.81","107580.0","9283291.0","1.309170926E9"
"2020/09/18","5142.13","15.14","0.30","5147.73","5158.71","5111.73","101666.0","9766358.0","1.321210354E9"
"2020/09/17","5126.99","-66.27","-1.28","5178.69","5194.19","5109.85","116483.0","1.0190789E7","1.317485775E9"
"2020/09/16","5193.26","-14.96","-0.29","5205.53","5225.88","5181.95","91237.0","7843664.0","1.335209254E9"
"2020/09/15","5208.22","41.60","0.81","5182.55","5213.20","5161.71","92072.0","7173380.0","1.338499892E9"
"2020/09/14","5166.62","66.23","1.30","5149.49","5169.67","5125.38","94148.0","6919534.0","1.328354407E9"
"2020/09/11","5100.39","-2.50","-0.05","5087.36","5105.24","5051.06","89070.0","7012067.0","1.310987E9"
"2020/09/10","5102.89","44.56","0.88","5122.92","5130.73","5087.98","101206.0","7480733.0","1.202138796E9"
"2020/09/09","5058.33","-54.54","-1.07","5051.17","5092.39","5042.52","112741.0","8194409.0","1.191607297E9"
"2020/09/08","5112.87","59.52","1.18","5093.12","5114.54","5063.25","105441.0","8115359.0","1.203213658E9"
"2020/09/07","5053.35","21.30","0.42","5029.19","5063.06","5007.65","94115.0","6868537.0","1.188620167E9"
"2020/09/04","5032.05","-75.92","-1.49","4975.33","5045.51","4972.16","116343.0","8382326.0","1.182609986E9"
"2020/09/03","5107.97","68.45","1.36","5086.92","5128.32","5082.10","109998.0","7446415.0","1.200222984E9"
"2020/09/02","5039.52","24.97","0.50","5045.19","5065.65","4990.28","77339.0","5729286.0","1.184000176E9"
"2020/09/01","5014.55","45.69","0.92","4997.40","5034.14","4975.81","82836.0","6200760.0","1.178752196E9"
"2020/08/31","4968.86","-97.61","-1.93","5118.02","5128.64","4968.63","130651.0","1.0081995E7","1.16774013E9"
"2020/08/28","5066.47","12.21","0.24","5092.38","5128.13","5047.86","86823.0","6814857.0","1.18970952E9"
"2020/08/27","5054.26","-40.19","-0.79","5104.84","5118.41","5054.26","87629.0","7403402.0","1.186358319E9"
"2020/08/26","5094.45","15.27","0.30","5079.11","5110.55","5019.64","90648.0","7116866.0","1.197095419E9"
"2020/08/25","5079.18","71.91","1.44","5059.18","5088.61","5028.64","99785.0","6370624.0","1.19471616E9"
"2020/08/24","5007.27","53.97","1.09","4966.14","5022.21","4906.68","88106.0","5773212.0","1.177214351E9"
"2020/08/21","4953.30","80.91","1.66","4948.46","5014.24","4901.94","100186.0","7308610.0","1.165588029E9"
"2020/08/20","4872.39","-195.08","-3.85","5015.93","5055.15","4864.98","126712.0","9186799.0","1.147179692E9"
"2020/08/19","5067.47","5.89","0.12","5111.05","5123.74","5062.98","89920.0","7234680.0","1.193563322E9"
"2020/08/18","5061.58","-105.73","-2.05","5166.88","5203.96","5035.80","134928.0","1.0252272E7","1.191453284E9"
"2020/08/14","5167.31","-67.35","-1.29","5205.61","5222.83","5119.22","113964.0","8314807.0","1.217591048E9"
"2020/08/13","5234.66","16.14","0.31","5270.76","5279.33","5175.34","158201.0","1.0810337E7","1.233143012E9"
"2020/08/12","5218.52","20.78","0.40","5181.49","5218.52","5132.06","153549.0","8934232.0","1.227925452E9"
"2020/08/11","5197.74","69.38","1.35","5140.92","5218.86","5140.34","161200.0","1.0226673E7","1.221735667E9"
"2020/08/10","5128.36","69.12","1.37","5062.41","5145.89","5049.81","137752.0","1.0392334E7","1.205520526E9"
"2020/08/07","5059.24","23.06","0.46","5045.98","5079.81","5015.11","105030.0","9593735.0","1.188796426E9"
"2020/08/06","5036.18","75.90","1.53","4978.47","5062.63","4978.47","115946.0","9444776.0","1.182766071E9"
"2020/08/05","4960.28","62.59","1.28","4910.64","4961.13","4895.67","114511.0","8734351.0","1.165047454E9"
"2020/08/04","4897.69","53.16","1.10","4897.14","4922.12","4873.52","102639.0","6884643.0","1.150062445E9"
"2020/08/03","4844.53","11.80","0.24","4838.10","4858.46","4809.78","85064.0","7498313.0","1.136722445E9"
"2020/07/31","4832.73","-38.62","-0.79","4902.60","4910.97","4826.39","92024.0","6754178.0","1.135424569E9"
"2020/07/30","4871.35","13.24","0.27","4888.05","4904.62","4863.06","85372.0","6261240.0","1.143333002E9"
"2020/07/29","4858.11","19.32","0.40","4842.57","4891.43","4830.70","100917.0","6841091.0","1.140706865E9"
"2020/07/28","4838.79","103.83","2.19","4784.65","4858.63","4782.73","119521.0","8086976.0","1.136259337E9"
"2020/07/27","4734.96","40.79","0.87","4698.85","4765.00","4695.50","68664.0","4458615.0","1.111029102E9"
"2020/07/24","4694.17","-30.97","-0.66","4682.27","4729.66","4674.24","76537.0","5325899.0","1.100413201E9"
"2020/07/23","4725.14","-25.29","-0.53","4742.31","4742.31","4691.40","91679.0","6124206.0","1.107722166E9"
"2020/07/22","4750.43","-23.60","-0.49","4764.38","4788.08","4741.19","91401.0","5958505.0","1.114452897E9"
"2020/07/21","4774.03","62.84","1.33","4764.05","4790.93","4745.20","100500.0","6556432.0","1.1200347E9"
"2020/07/20","4711.19","-19.17","-0.41","4750.00","4750.00","4683.73","75240.0","5153626.0","1.105468866E9"
"2020/07/17","4730.36","39.17","0.83","4700.88","4739.15","4700.88","64004.0","4515394.0","1.109785871E9"
"2020/07/16","4691.19","-49.08","-1.04","4740.59","4747.27","4676.81","79211.0","5490324.0","1.100766985E9"
"2020/07/15","4740.27","41.43","0.88","4753.01","4777.84","4718.71","101845.0","6587987.0","1.111790677E9"
"2020/07/14","4698.84","-8.52","-0.18","4680.28","4698.84","4654.29","68844.0","4848231.0","1.101631093E9"
"2020/07/13","4707.36","76.50","1.65","4676.44","4718.17","4656.73","76063.0","4725593.0","1.10263589E9"
"2020/07/10","4630.86","-36.22","-0.78","4676.21","4680.02","4604.48","74375.0","5876963.0","1.084408427E9"
"2020/07/09","4667.08","24.45","0.53","4674.39","4700.34","4662.44","92604.0","7078954.0","1.093540911E9"
"2020/07/08","4642.63","-11.48","-0.25","4661.14","4681.78","4630.49","72486.0","5642614.0","1.088206932E9"
"2020/07/07","4654.11","-58.58","-1.24","4748.63","4756.03","4653.84","94614.0","6642901.0","1.092699748E9"
"2020/07/06","4712.69","74.62","1.61","4653.80","4722.00","4645.15","74904.0","5236581.0","1.106886931E9"
"2020/07/03","4638.07","32.84","0.71","4634.04","4641.93","4600.73","51738.0","4265670.0","1.089689807E9"
"2020/07/02","4605.23","57.25","1.26","4565.06","4605.57","4553.53","61505.0","5221805.0","1.082097541E9"
"2020/07/01","4547.98","8.78","0.19","4590.06","4605.63","4533.62","61986.0","4594304.0","1.069303902E9"
"2020/06/30","4539.20","30.72","0.68","4581.58","4604.20","4539.13","84546.0","6283122.0","1.06758576E9"
"2020/06/29","4508.48","-87.99","-1.91","4530.56","4571.08","4493.56","66969.0","4620531.0","1.060118374E9"
"2020/06/26","4596.47","59.61","1.31","4596.64","4616.17","4552.87","71465.0","4765692.0","1.080807806E9"
"2020/06/25","4536.86","-118.61","-2.55","4583.52","4614.57","4536.86","75080.0","5112676.0","1.066132393E9"
"2020/06/24","4655.47","77.58","1.69","4604.58","4679.61","4598.84","85874.0","6916551.0","1.093735223E9"
"2020/06/23","4577.89","15.41","0.34","4615.38","4643.08","4532.58","89469.0","7408756.0","1.07599256E9"
"2020/06/22","4562.48","-23.63","-0.52","4548.13","4599.69","4537.53","77008.0","5399738.0","1.073313849E9"
"2020/06/19","4586.11","27.68","0.61","4603.13","4605.49","4505.79","83119.0","5608039.0","1.080233875E9"
"2020/06/18","4558.43","-22.57","-0.49","4557.53","4586.88","4530.92","72909.0","5018312.0","1.074085347E9"
"2020/06/17","4581.00","9.81","0.21","4561.90","4606.80","4501.56","107614.0","7841356.0","1.079113471E9"
"2020/06/16","4571.19","239.47","5.53","4460.00","4571.19","4429.14","97675.0","7097692.0","1.076415531E9"
"2020/06/15","4331.72","-223.79","-4.91","4500.96","4538.92","4331.72","124868.0","9440122.0","1.02062433E9"
"2020/06/12","4555.51","-108.13","-2.32","4476.46","4566.86","4463.13","117825.0","8259174.0","1.072240684E9"
"2020/06/11","4663.64","-53.49","-1.13","4684.88","4719.39","4595.52","138369.0","9516939.0","1.098143181E9"
"2020/06/10","4717.13","11.38","0.24","4700.61","4730.10","4679.14","90879.0","5961306.0","1.111302357E9"
"2020/06/09","4705.75","1.60","0.03","4753.24","4768.26","4651.32","107571.0","6289479.0","1.108768075E9"
"2020/06/08","4704.15","2.05","0.04","4779.79","4784.61","4687.19","104601.0","6652207.0","1.108346558E9"
"2020/06/05","4702.10","63.02","1.36","4634.04","4714.50","4607.05","97169.0","6440908.0","1.108479588E9"
"2020/06/04","4639.08","8.28","0.18","4712.59","4738.66","4610.20","154898.0","9195160.0","1.093307278E9"
"2020/06/03","4630.80","152.48","3.40","4528.75","4656.84","4526.29","192425.0","1.0547473E7","1.091799009E9"
"2020/06/02","4478.32","45.87","1.03","4424.43","4485.67","4417.10","100334.0","5410958.0","1.05611896E9"
"2020/06/01","4432.45","81.35","1.87","4368.51","4436.66","4362.56","84776.0","5451516.0","1.045439056E9"
"2020/05/29","4351.10","0.15","0.00","4323.03","4372.69","4300.80","142900.0","7951829.0","1.027238107E9"
"2020/05/28","4350.95","15.71","0.36","4375.53","4399.94","4295.18","141712.0","8118951.0","1.026455893E9"
"2020/05/27","4335.24","-3.49","-0.08","4327.48","4365.91","4308.28","103903.0","6426627.0","1.024186128E9"
"2020/05/26","4338.73","75.51","1.77","4275.23","4339.84","4264.98","91149.0","6435790.0","1.02439045E9"
"2020/05/25","4263.22","54.10","1.29","4231.99","4264.08","4202.42","62932.0","4474936.0","1.006802777E9"
"2020/05/22","4209.12","-63.00","-1.47","4271.02","4275.44","4187.11","84494.0","5299753.0","9.94152052E8"
"2020/05/21","4272.12","17.20","0.40","4286.02","4293.79","4263.69","87691.0","5220166.0","1.009746165E9"
"2020/05/20","4254.92","20.12","0.48","4213.92","4262.25","4213.92","70608.0","4502938.0","1.005843035E9"
"2020/05/19","4234.80","102.54","2.48","4225.28","4243.68","4206.37","115215.0","6431121.0","1.001713095E9"
"2020/05/18","4132.26","21.30","0.52","4121.68","4146.44","4093.33","81109.0","4729715.0","9.77075927E8"
"2020/05/15","4110.96","2.39","0.06","4136.68","4138.71","4081.52","76618.0","4424628.0","9.70897956E8"
"2020/05/14","4108.57","-33.55","-0.81","4102.30","4122.66","4083.81","91213.0","5322110.0","9.70425018E8"
"2020/05/13","4142.12","39.56","0.96","4049.08","4142.12","4047.45","78864.0","5089487.0","9.78174971E8"
"2020/05/12","4102.56","-24.90","-0.60","4133.14","4138.30","4063.09","94585.0","5293330.0","9.68518198E8"
"2020/05/11","4127.46","-29.15","-0.70","4175.68","4195.30","4121.93","81647.0","4533908.0","9.75289569E8"
"2020/05/08","4156.61","38.75","0.94","4153.70","4183.48","4146.71","78364.0","4962153.0","9.82354291E8"
"2020/05/07","4117.86","-5.23","-0.13","4104.06","4144.70","4097.39","68129.0","4100846.0","9.7404877E8"
"2020/05/06","4123.09","70.78","1.75","4103.76","4123.46","4062.80","86103.0","4630054.0","9.75023757E8"
"2020/05/04","4052.31","-120.65","-2.89","4079.75","4102.56","4047.44","112516.0","5912651.0","9.58450504E8"
"2020/04/29","4172.96","30.56","0.74","4146.55","4199.04","4138.66","116496.0","5784165.0","9.8728556E8"
"2020/04/28","4142.40","24.70","0.60","4135.77","4160.26","4092.69","101551.0","4846978.0","9.80211064E8"
"2020/04/27","4117.70","76.91","1.90","4056.30","4133.64","4047.19","93166.0","4505450.0","9.74025043E8"
"2020/04/24","4040.79","-56.56","-1.38","4075.66","4082.04","4024.02","74807.0","4238932.0","9.56177132E8"
"2020/04/23","4097.35","29.03","0.71","4093.73","4122.47","4064.31","85756.0","5258724.0","9.68532715E8"
"2020/04/22","4068.32","42.83","1.06","3970.70","4072.09","3946.62","89730.0","4806551.0","9.60757543E8"
"2020/04/21","4025.49","-42.69","-1.05","4037.15","4065.21","3955.97","120869.0","6667554.0","9.51013153E8"
"2020/04/20","4068.18","-49.00","-1.19","4097.71","4133.55","4057.70","92635.0","5074268.0","9.6126882E8"
"2020/04/17","4117.18","126.38","3.17","4077.53","4160.07","4075.32","120319.0","6871373.0","9.72680501E8"
"2020/04/16","3990.80","-4.55","-0.11","3953.47","4004.65","3933.33","95805.0","5127944.0","9.42387232E8"
"2020/04/14","3995.35","65.86","1.68","3976.80","4013.17","3950.53","71367.0","3778785.0","9.42869008E8"
"2020/04/13","3929.49","-74.53","-1.86","3979.78","3987.03","3929.33","81937.0","4368804.0","9.26960572E8"
"2020/04/10","4004.02","35.04","0.88","3958.59","4008.17","3942.31","105795.0","4994676.0","9.45020653E8"
"2020/04/09","3968.98","60.60","1.55","3976.67","3981.57","3927.78","94648.0","5122383.0","9.3636477E8"
"2020/04/08","3908.38","-48.31","-1.22","3937.35","3989.89","3906.87","97915.0","5139877.0","9.21878763E8"
"2020/04/07","3956.69","61.63","1.58","3973.09","4002.58","3889.41","117269.0","6355865.0","9.32782993E8"
"2020/04/06","3895.06","147.70","3.94","3791.15","3901.28","3778.43","93283.0","5200553.0","9.18066382E8"
"2020/04/03","3747.36","-4.59","-0.12","3762.02","3793.53","3708.22","89104.0","5058798.0","8.83324684E8"
"2020/04/02","3751.95","91.05","2.49","3678.26","3759.03","3617.14","98989.0","6359782.0","8.84404977E8"
"2020/04/01","3660.90","-180.08","-4.69","3798.78","3848.25","3660.72","106124.0","6167584.0","8.6248215E8"
"2020/03/31","3840.98","71.08","1.89","3815.34","3851.77","3770.96","119173.0","7843809.0","9.03681025E8"
"2020/03/30","3769.90","-24.23","-0.64","3683.56","3808.32","3651.57","95424.0","4718608.0","8.88419419E8"
"2020/03/27","3794.13","78.07","2.10","3877.80","3882.55","3685.46","134313.0","6940493.0","8.93498066E8"
"2020/03/26","3716.06","-64.66","-1.71","3764.16","3841.15","3715.95","154214.0","7725075.0","8.76322107E8"
"2020/03/25","3780.72","207.49","5.81","3706.70","3788.81","3646.73","178726.0","8708238.0","8.91479677E8"
"2020/03/24","3573.23","303.24","9.27","3367.24","3573.23","3330.82","145211.0","7339330.0","8.42436124E8"
"2020/03/23","3269.99","-188.87","-5.46","3246.17","3350.34","3212.61","135351.0","6795477.0","7.71027931E8"
"2020/03/20","3458.86","233.91","7.25","3316.85","3469.55","3247.50","159596.0","7316651.0","8.16323315E8"
"2020/03/19","3224.95","-265.97","-7.62","3569.54","3571.33","3174.98","185405.0","8514952.0","7.61974567E8"
"2020/03/18","3490.92","-178.35","-4.86","3696.94","3720.21","3490.45","125416.0","6358046.0","8.24844529E8"
"2020/03/17","3669.27","-100.41","-2.66","3609.32","3794.06","3600.91","135775.0","6910313.0","8.66155471E8"
"2020/03/16","3769.68","-131.67","-3.37","3973.55","3973.55","3767.61","103098.0","5615068.0","8.89845182E8"
"2020/03/13","3901.35","-110.18","-2.75","3746.75","3990.20","3682.84","177817.0","9165169.0","9.20280634E8"
"2020/03/12","4011.53","-152.04","-3.65","4115.04","4137.61","3950.82","147391.0","8032019.0","9.47118561E8"
"2020/03/11","4163.57","-117.54","-2.75","4279.62","4287.16","4142.06","108572.0","5999640.0","9.83362579E8"
"2020/03/10","4281.11","25.81","0.61","4237.95","4297.59","4219.09","102254.0","6132636.0","1.01172454E9"
"2020/03/09","4255.30","-198.38","-4.45","4312.39","4334.63","4237.54","103563.0","5790458.0","1.006132621E9"
"2020/03/06","4453.68","-100.02","-2.20","4479.77","4504.05","4436.00","70738.0","4005985.0","1.052149771E9"
"2020/03/05","4553.70","49.25","1.09","4546.09","4564.37","4499.26","75320.0","4756716.0","1.07599118E9"
"2020/03/04","4504.45","103.40","2.35","4378.07","4517.86","4378.07","79032.0","4957535.0","1.063960603E9"
"2020/03/03","4401.05","17.29","0.39","4497.42","4499.40","4389.55","84413.0","5256990.0","1.039290298E9"
"2020/03/02","4383.76","37.28","0.86","4370.68","4422.16","4311.13","91140.0","5458211.0","1.034922031E9"
"2020/02/28","4346.48","-149.55","-3.33","4418.08","4444.74","4333.34","127514.0","6681947.0","1.026727506E9"
"2020/02/27","4496.03","-48.31","-1.06","4536.98","4561.61","4479.55","73960.0","4515456.0","1.062307856E9"
"2020/02/26","4544.34","-70.54","-1.53","4521.55","4577.99","4509.33","79805.0","4962059.0","1.073902089E9"
"2020/02/25","4614.88","45.68","1.00","4559.30","4621.77","4547.11","80524.0","5140044.0","1.090574445E9"
"2020/02/24","4569.20","-181.61","-3.82","4639.76","4657.64","4569.20","84923.0","5354622.0","1.079473681E9"
"2020/02/21","4750.81","-66.11","-1.37","4743.66","4794.80","4742.80","58736.0","3716599.0","1.122575478E9"
"2020/02/20","4816.92","-24.43","-0.50","4872.83","4888.74","4787.95","57776.0","3918425.0","1.138524335E9"
"2020/02/19","4841.35","11.99","0.25","4861.57","4872.34","4795.76","53219.0","3851630.0","1.145072726E9"
"2020/02/18","4829.36","-76.91","-1.57","4865.56","4885.13","4820.30","55969.0","3602886.0","1.142586619E9"
"2020/02/17","4906.27","-1.25","-0.03","4904.70","4926.67","4875.48","42441.0","2981016.0","1.160916716E9"
"2020/02/14","4907.52","30.11","0.62","4876.56","4928.96","4848.48","52135.0","3502960.0","1.161012682E9"
"2020/02/13","4877.41","-6.32","-0.13","4903.11","4933.93","4869.86","74752.0","5293898.0","1.154053706E9"
"2020/02/12","4883.73","35.93","0.74","4855.23","4894.81","4828.03","61824.0","3963320.0","1.155510736E9"
"2020/02/11","4847.80","54.25","1.13","4820.35","4876.26","4814.77","52380.0","3952257.0","1.146904287E9"
"2020/02/10","4793.55","-33.83","-0.70","4760.27","4802.57","4748.37","49627.0","3128998.0","1.134280332E9"
"2020/02/07","4827.38","-36.76","-0.76","4845.06","4852.69","4791.76","74577.0","5505135.0","1.141844107E9"
"2020/02/06","4864.14","135.74","2.87","4770.54","4869.94","4764.30","65859.0","4668200.0","1.150729218E9"
"2020/02/05","4728.40","22.67","0.48","4753.06","4764.90","4700.42","68603.0","4754938.0","1.118078063E9"
"2020/02/04","4705.73","91.25","1.98","4619.00","4716.74","4617.85","72276.0","4878310.0","1.113016786E9"
"2020/02/03","4614.48","6.78","0.15","4538.93","4633.74","4532.24","73676.0","4606316.0","1.091387186E9"
"2020/01/31","4607.70","-60.11","-1.29","4698.75","4716.96","4607.70","70177.0","4407055.0","1.090222673E9"
"2020/01/30","4667.81","-86.52","-1.82","4744.22","4757.86","4647.21","70769.0","4459780.0","1.10477151E9"
"2020/01/29","4754.33","22.75","0.48","4759.02","4780.03","4729.80","55450.0","3874859.0","1.125168835E9"
"2020/01/28","4731.58","-154.79","-3.17","4765.86","4788.70","4708.94","77890.0","5101137.0","1.119878063E9"
"2020/01/23","4886.37","-61.35","-1.24","4910.86","4923.96","4875.88","55495.0","3890450.0","1.157346479E9"
"2020/01/22","4947.72","65.00","1.33","4880.13","4954.04","4871.36","50281.0","3464867.0","1.171749924E9"
"2020/01/21","4882.72","-54.86","-1.11","4928.18","4944.94","4879.10","40356.0","2821890.0","1.156508515E9"
"2020/01/20","4937.58","37.95","0.77","4927.02","4968.01","4923.62","55128.0","3513948.0","1.169968074E9"
"2020/01/17","4899.63","8.33","0.17","4925.94","4942.08","4886.69","56081.0","3334878.0","1.160850086E9"
"2020/01/16","4891.30","47.61","0.98","4845.09","4893.05","4829.53","49175.0","3372495.0","1.158375408E9"
"2020/01/15","4843.69","-31.65","-0.65","4849.07","4867.79","4828.53","46796.0","3074066.0","1.147161178E9"
"2020/01/14","4875.34","24.94","0.51","4883.58","4908.48","4861.84","63348.0","4062711.0","1.154459261E9"
"2020/01/13","4850.40","49.03","1.02","4794.62","4852.86","4793.47","52139.0","3381529.0","1.148711868E9"
"2020/01/10","4801.37","40.42","0.85","4767.53","4802.64","4756.46","59249.0","3806332.0","1.136783405E9"
"2020/01/09","4760.95","74.18","1.58","4753.51","4760.95","4725.21","78777.0","4771648.0","1.127071801E9"
"2020/01/08","4686.77","-27.47","-0.58","4675.82","4710.21","4651.20","79494.0","4900153.0","1.109530801E9"
"2020/01/07","4714.24","48.52","1.04","4691.16","4727.92","4684.77","43448.0","2769312.0","1.116627856E9"
"2020/01/06","4665.72","-34.40","-0.73","4653.05","4681.02","4649.72","42694.0","2563468.0","1.105082415E9"
"2020/01/03","4700.12","6.41","0.14","4738.40","4768.81","4674.03","53304.0","3314476.0","1.113333049E9"
"2020/01/02","4693.71","-56.51","-1.19","4758.27","4764.05","4688.46","45818.0","2767962.0","1.111947383E9"
"2019/12/30","4750.22","-26.01","-0.54","4765.68","4778.95","4744.43","35354.0","2135246.0","1.125470049E9"
"2019/12/27","4776.23","11.69","0.25","4733.32","4804.82","4714.92","52014.0","3076400.0","1.131256045E9"
"2019/12/26","4764.54","20.66","0.44","4748.01","4764.54","4727.20","45548.0","2805770.0","1.129663724E9"
"2019/12/24","4743.88","-32.39","-0.68","4780.55","4781.50","4736.84","39595.0","2289060.0","1.125649788E9"
"2019/12/23","4776.27","-9.21","-0.19","4793.51","4797.29","4760.54","37140.0","2368516.0","1.133017272E9"
"2019/12/20","4785.48","17.53","0.37","4788.04","4794.72","4763.08","49461.0","3077589.0","1.135515173E9"
"2019/12/19","4767.95","3.65","0.08","4776.19","4789.45","4744.15","47205.0","2993620.0","1.131415453E9"
"2019/12/18","4764.30","-0.36","-0.01","4763.45","4787.98","4743.51","51883.0","3160849.0","1.130618294E9"
"2019/12/17","4764.66","74.58","1.59","4720.99","4766.02","4701.44","65767.0","4075385.0","1.131056135E9"
"2019/12/16","4690.08","-5.63","-0.12","4686.37","4707.44","4683.23","49525.0","2782994.0","1.113414323E9"
"2019/12/13","4695.71","81.62","1.77","4683.60","4695.71","4666.70","67645.0","3870119.0","1.11455316E9"
"2019/12/12","4614.09","77.96","1.72","4572.81","4619.93","4572.81","96546.0","5867070.0","1.09583949E9"
"2019/12/11","4536.13","12.89","0.28","4520.55","4548.69","4508.04","44683.0","2541576.0","1.077597832E9"
"2019/12/10","4523.24","17.94","0.40","4484.54","4530.77","4481.84","37615.0","2128054.0","1.073839778E9"
"2019/12/09","4505.30","27.05","0.60","4505.54","4514.64","4485.88","47506.0","2280509.0","1.0694425E9"
"2019/12/06","4478.25","51.60","1.17","4456.67","4485.03","4449.21","49692.0","2462277.0","1.063224269E9"
"2019/12/05","4426.65","-14.77","-0.33","4465.56","4480.65","4415.33","45397.0","2847554.0","1.051399151E9"
"2019/12/04","4441.42","-31.67","-0.71","4443.49","4449.03","4414.83","55484.0","3657142.0","1.055618155E9"
"2019/12/03","4473.09","-19.62","-0.44","4452.26","4480.53","4435.70","47229.0","2953772.0","1.063108427E9"
"2019/12/02","4492.71","11.62","0.26","4504.81","4522.84","4484.97","46540.0","2697278.0","1.067514716E9"
"2019/11/29","4481.09","-73.10","-1.61","4566.61","4567.03","4473.34","47076.0","2789150.0","1.06449169E9"
"2019/11/28","4554.19","-23.29","-0.51","4552.08","4578.21","4549.19","32316.0","1959266.0","1.081710159E9"
"2019/11/27","4577.48","15.37","0.34","4589.02","4596.61","4554.57","32298.0","2159284.0","1.087203574E9"
"2019/11/26","4562.11","-9.19","-0.20","4584.50","4612.99","4561.65","85416.0","5194710.0","1.083260151E9"
"2019/11/25","4571.30","44.77","0.99","4563.49","4591.57","4559.10","40168.0","2629204.0","1.085910497E9"
"2019/11/22","4526.53","16.32","0.36","4515.30","4536.59","4508.63","52423.0","2590256.0","1.075542661E9"
"2019/11/21","4510.21","-61.76","-1.35","4566.51","4572.46","4488.84","54527.0","3228763.0","1.07186429E9"
"2019/11/20","4571.97","-61.66","-1.33","4601.95","4619.58","4568.93","48555.0","2928272.0","1.086283122E9"
"2019/11/19","4633.63","-13.76","-0.30","4624.37","4636.01","4593.21","40462.0","2560088.0","1.101201313E9"
"2019/11/18","4647.39","1.49","0.03","4643.12","4654.19","4626.72","34763.0","2218088.0","1.104185275E9"
"2019/11/15","4645.90","53.37","1.16","4591.73","4653.53","4582.05","42466.0","2584417.0","1.104341667E9"
"2019/11/14","4592.53","46.70","1.03","4559.46","4592.53","4546.64","52184.0","3194277.0","1.091508441E9"
"2019/11/13","4545.83","-39.31","-0.86","4562.59","4566.10","4535.12","38097.0","2225967.0","1.081126107E9"
"2019/11/12","4585.14","44.51","0.98","4556.69","4585.14","4538.82","35493.0","2169194.0","1.090815339E9"
"2019/11/11","4540.63","-36.95","-0.81","4579.04","4579.74","4534.43","38071.0","2396440.0","1.08051481E9"
"2019/11/08","4577.58","-18.66","-0.41","4619.37","4625.01","4568.31","47057.0","3010198.0","1.088793543E9"
"2019/11/07","4596.24","-2.58","-0.06","4591.92","4603.22","4574.47","44889.0","2777247.0","1.093631957E9"
"2019/11/06","4598.82","-2.76","-0.06","4599.22","4631.75","4587.43","52706.0","3119690.0","1.094455618E9"
"2019/11/05","4601.58","31.73","0.69","4577.82","4602.05","4567.24","46808.0","2765504.0","1.094464211E9"
"2019/11/04","4569.85","59.98","1.33","4532.47","4573.92","4532.47","47196.0","2838322.0","1.087093641E9"
"2019/11/01","4509.87","46.18","1.03","4469.58","4511.88","4460.61","36098.0","2331404.0","1.072579421E9"
"2019/10/31","4463.69","5.25","0.12","4479.39","4516.81","4463.69","48777.0","3193509.0","1.061610185E9"
"2019/10/30","4458.44","-30.93","-0.69","4488.03","4488.03","4447.45","43653.0","2671308.0","1.0604473E9"
"2019/10/29","4489.37","-0.99","-0.02","4514.20","4518.51","4476.94","37073.0","2358476.0","1.067072558E9"
"2019/10/28","4490.36","9.09","0.20","4498.76","4518.50","4483.54","36647.0","2278448.0","1.067420949E9"
"2019/10/25","4481.27","4.68","0.10","4490.29","4491.09","4459.79","38339.0","2641349.0","1.065051835E9"
"2019/10/24","4476.59","12.81","0.29","4486.96","4488.87","4435.73","52704.0","3194316.0","1.063492966E9"
"2019/10/23","4463.78","-17.96","-0.40","4469.54","4478.73","4448.44","41924.0","2739674.0","1.060591075E9"
"2019/10/22","4481.74","58.65","1.33","4447.53","4491.92","4439.91","42433.0","2590673.0","1.06497441E9"
"2019/10/21","4423.09","16.85","0.38","4423.10","4428.11","4405.23","29084.0","1659819.0","1.051325155E9"
"2019/10/18","4406.24","-47.43","-1.06","4460.05","4476.56","4397.88","49979.0","3162310.0","1.047650374E9"
